"User Name","User Profile","User Avatar","User Location","Rating","Rating Text","Review Title","Review Text","Trip Type","Helpful Votes","Photos","Published Date","Disclaimer"
"Pioneer07510762853","https://www.tripadvisor.com/Profile/Pioneer07510762853","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg","","1","Aug 2024 • Family","Totally overcrowded.","Very very Overcrowded <br />Each attractions have to wait for hours <br /><br />Bought the express ticket which is even more expensive than the ticket itself for whole family<br />The staff did not mention that lots of kids attractions doesn't have express access<br />5 of the attractions I went that day (26 aug 24) have technical problems<br />Even with express ticket I have to wait at least 30mins till 1hour plus esp on popular rides and on peak hour<br /><br />Please note that staff doesn't let express ticket holder in immediately, they still alternate between express and normal ticket holder, thus the waiting time will hour plus.<br /><br />Worse is after waiting 1h plus at the cylon ride, then they announced that the ride have technical problems and unsure when will be able to resume the attraction <br /><br />Totally not worth it <br />Esp the express ticket <br />Do note the day that I went is a working day. Not weekend or public holiday. Totally overcrowded. Express ticket not available for all rides, esp for kids ones. Unable to enjoy at all.","Family","0","","Written August 29, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Peter L","https://www.tripadvisor.com/Profile/PeterL302","https://media-cdn.tripadvisor.com/media/photo-o/05/ba/70/33/peter-l.jpg","Winchester, UK","4","Aug 2024 • Family","Brilliant but expensive day out!!","At almost £350 for 3 adults (including fast pass) this is an expensive place to spend a day.  That said, it was brilliant fun and we managed to get on every single ride in the space of 6 hours including a drink stop and a lunch stop (pizza was actually pretty good).<br />Although expensive I’d say the Universal Express pass is really an essential if you want to ride on all the good stuff…..we reckon without those passes we would have managed 2-3 rides at best as some of the queues were c90 minutes (longest we queued was probably 10 minutes).<br />The water ride in Jurassic Park is great fun but atleast one person on each tube will likely get absolutely soaked (in our case me!) so a good idea to keep that one until the back end of the day unless you like feeling damp!<br />Top 5……Cyclone was the best, Mummy second, Transformers third, Human fourth, Jurassic water slide fifth.","Family","0","","Written August 27, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"都会の田舎者","https://www.tripadvisor.com/Profile/tetsmennshi","https://media-cdn.tripadvisor.com/media/photo-o/12/05/4e/8c/caption.jpg","東京","4","Aug 2024 • Couples","More compact than Osaka","I went on a weekday (Friday) afternoon in late August and the attraction was waiting 20-90 minutes. You should prepare for the heat. There are several spots where you can drink water, so you can use it in case of emergency. Prices in the park are high, with a 250ml can of Coke costing $4. The site itself is compact, so overall it is easy to rotate.","Couples","0","https://media-cdn.tripadvisor.com/media/photo-o/2d/3f/1c/67/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-o/2d/3f/1c/66/caption.jpg","Written August 24, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Ben J","https://www.tripadvisor.com/Profile/BenJ238","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/fe/default-avatar-2020-58.jpg","Point Cook, Australia","4","Aug 2024 • Family","Expensive but fun","Eat before you go our pack food, it isn't great. express ticket is a def! The rides are awesome! Transformer ride is a must! ","Family","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/3a/cc/8c/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/3a/cc/8b/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/3a/cc/8a/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/3a/cc/89/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/3a/cc/88/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/3a/cc/87/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/3a/cc/86/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/3a/cc/85/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/3a/cc/84/caption.jpg","Written August 22, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Sarah P","https://www.tripadvisor.com/Profile/sarahpM220IH","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg","","5","Aug 2024 • Family","Rise and Dine Tickets","We had an amazing day at Universal Studios Sentosa! We bought the Rise and Dine tickets so that we could get into the park early (8am) to get a head start on the rides before the crowds descended. <br /><br />We Managed to get on all four rides that were open to us with our passes and even got a second go on Transformers, before eating breakfast (which was very nice) and getting over to the temporary barrier to allow us into the rest of the theme park at 10am. This gave us time to grab a locker and get onto the Mummy Returns before the queues began. <br /><br />Sadly, the Battle Star Galactica Cylon was closed down whilst we were in the queue and didn’t reopen whilst we were there but that didn’t hinder our fun as we got on all of the other rides (bar one) without having to queue longer than 50 minutes. I’m so pleased we bought the Rise and Dine tickets though as I don’t think we would have gotten into nearly as many rides if we’d entered the park at ten o’clock and would have been queuing much longer. <br /><br />Tip - the rapids ride does leave you completely soaked to the skin - more so than any other rapids ride I have ever been on. To be fair though they do have vending machines all along the sides where we were queuing but being northerners (England) we just thought people were going OTT - turns out they weren’t!<br /><br />Luckily for us, there was a drying machine just outside the ride and together with the heat and sun we were almost dry by the time we left the theme park later that day - although trainers were still damp! <br /><br />Finally, the food was really good too! We went to the Diner themed restaurant near to the New York area, back toward the entry of the park and had a variety of burgers, all of which were really fresh and tasty.","Family","0","","Written August 22, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"SunwooKim","https://www.tripadvisor.com/Profile/SuNwOoKiM31","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg","South Korea","4","Jul 2024 • Family","ENJOYABLE","VERY FUN EXPERIENCE  WILL BE BACK AGAIN.... There was a queue but dispied that i enjoyed all the rides and the food was just incredible ..","Family","0","","Written August 21, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Katsumi_Tokyo_Japan","https://www.tripadvisor.com/Profile/Katsumi_Tokyo_Japan","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg","Tokyo, Japan","5","Aug 2024 • Family","Basically, it's fun. Keep an eye on your child.","My 21-year-old son, who has an intellectual disability, somehow likes roller coasters and was really looking forward to coming here. When the kids got on board, they told me to put extra baggage in the locker at the entrance, so I took it and went in. I waited at the exit after an hour because the waiting time was indicated as 100 minutes. But it doesn't come out!!! Since he is not even looking around, he goes to the reception desk at the entrance to ask them to search for him. When I show the person in charge a picture of my son, this is him? Conversely, they are shown a picture taken by the person. The person told my son not to leave the park and to wait near the entrance (the person in charge seemed to take care of it with the translation software on his phone), but he's not there. My wife waited in the park to see if I might go outside to the monorail station, and I was the only one who went outside to look for it but couldn't find it. After the park closed, I went to the entrance again some time later and found my son and other staff members. I can only thank the staff. I'm going to put an air tag in my trouser pocket if I'm going to be alone so that I don't have to.","Family","0","","Written August 21, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Traci H","https://www.tripadvisor.com/Profile/tracih283","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg","Saint Louis, MO","5","Aug 2024 • Family","Guaranteed a memorable experience","This is an exciting theme park which has Thrilling rides, live shows, and immersive attractions based on popular movies. Perfect for families and adventure seekers. Its fun filler destination that guarantees a memorable experience.","Family","0","","Written August 21, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"hendrixclaps","https://www.tripadvisor.com/Profile/hendrixclaps","https://media-cdn.tripadvisor.com/media/photo-s/05/7d/fe/d0/hendrixclaps.jpg","Singapore, Singapore","1","Aug 2024 • Family","Re-entry not allowed despite high entry price","Re entry not allowed, even for hotel guests. For families with kids/elderly that want to rest at the hotel, this theme park is not a suitable attraction considering the price of entry.","Family","0","","Written August 19, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Go22343633029","https://www.tripadvisor.com/Profile/Go22343633029","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/fe/default-avatar-2020-58.jpg","Bangkok, Thailand","1","Aug 2024 • Solo","Poor organization & Waste of time 👎","Worst customer service ever, poor organization. I had waited in the single line and staff had no professional sense at all, she let all the persons who stood up in normal line play even they came alone even if the single had stood for ages. The cylon which is the highlight of this place had technical issues and could not be played. Go to other universal studios, in Osaka is much more pleasant or visit other places in SG would worth your time.","Solo","0","","Written August 19, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Adam M","https://www.tripadvisor.com/Profile/adammV127GX","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/ca/default-avatar-2020-51.jpg","","1","Aug 2024 • Couples","Disappointed universal studios Singapore customer ","Extremely overcrowded with long wait lines many up to two hours long <br />Even express pass which is probably not affordable for many families at $120 singapore wait periods were still up to 50 minutes <br /><br />Very small park with limited rides with many closed. <br /><br />All in all a total waste of time and money      <br />Save your time and  money and visit universal LA ","Couples","0","","Written August 18, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
